roaster_location,coffee_origin,roast_level,agtron,est_price,review_date,aroma,acidity_structure,body,flavor,aftertaste,with_milk,acidity
"Floyd, Virginia",Nicaragua; East Timor,Medium,45/65,$13.99/12 ounces ($79.00/5 pounds),April 2020,9,8,9,8,7,NA,NA
"Jersey City, New Jersey","Yirgacheffe growing region, south-central Ethiopia",Light,62/80,$20.00/12 ounces,April 2020,9,8,8,9,7,NA,NA
"Floyd, Virginia",Colombia; Honduras; Rwanda,Medium-Light,56/72,$13.99/12 ounces,April 2020,8,8,8,8,8,NA,NA
"Minneapolis, Minnesota","Al-Haimah, Yemen",Medium-Light,54/72,$49.95/4 ounces,April 2020,9,9,9,9,9,NA,NA
"Minneapolis, Minnesota","Quilanga, Ecuador",Medium-Light,57/73,$22.95/12 ounces,April 2020,9,9,9,9,8,NA,NA
"Minneapolis, Minnesota","Vale de Grama, Mogiana, Brazil",Medium,50/68,$14.95/12 ounces,April 2020,8,8,8,8,8,NA,NA
"Sacramento, California","Gakenke, Rwanda",Medium-Light,58/76,$19.50/12 ounces,April 2020,9,8,9,9,8,NA,NA
"Sacramento, California","South Kivu, Democratic Republic of the Congo",Medium-Light,56/74,$20.00/12 ounces,April 2020,9,9,8,9,8,NA,NA
"Chia-Yi, Taiwan","Guji Zone, Oromia region, southern Ethiopia",Medium-Light,56/76,NT $300/8 ounces,April 2020,9,9,9,9,8,NA,NA
"Jackson, Mississippi","Boneza, Rwanda",Medium-Light,58/74,$16.00/12 ounces,April 2020,9,8,9,9,8,NA,NA
"Chia-Yi, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Medium-Light,54/72,NT $300/8 ounces,April 2020,9,8,9,9,8,NA,NA
"Kailua-Kona, Hawaii","Ka’u, Big Island of Hawai’i",Medium-Light,58/78,$33.00/12 ounces,April 2020,9,8,8,9,8,NA,NA
"Minneapolis, Minnesota","Huila Department, Colombia",Medium-Light,58/78,$19.95/6 ounces,April 2020,9,9,8,9,8,NA,NA
"Escondido, California","El Socorro, Comayagua Department, Honduras",Medium-Light,54/70,$17.00/12 ounces,April 2020,9,8,8,9,8,NA,NA
"Escondido, California","Motozintla de Mendoza, Chiapas State, Mexico",Medium,52/68,$17.00/12 ounces,April 2020,8,8,8,8,8,NA,NA
"Billings, Montana","Sidama growing region, southern Ethiopia",Light,62/80,$33.00/12 ounces,April 2020,10,9,9,10,8,NA,NA
"Spokane, Washington","Guji Zone, Oromia region, southern Ethiopia",Medium-Light,58/74,$15.00/8 ounces,April 2020,9,9,9,9,8,NA,NA
"Missoula, Montana","Jimma Zone, Oromia State, Ethiopia",Medium,50/68,$18.00/12 ounces,April 2020,9,9,8,9,8,NA,NA
"Olympia, Washington","Yirgacheffe growing region, south-central Ethiopia",Medium-Light,58/78,$17.00/12 ounces,April 2020,9,8,9,9,8,NA,NA
"Bellingham, Washington","Gakenke, Northern Province, Rwanda",Medium-Light,56/76,$14.00/12 ounces,April 2020,9,8,9,9,8,NA,NA
"Tacoma, Washington","Guji Zone, Oromia region, southern Ethiopia",Medium-Light,54/72,$18.00/12 ounces,April 2020,9,8,8,9,8,NA,NA
"Portland, Oregon","Sidama (also Sidamo) region, Ethiopia",Medium-Light,58/74,$20.00/12 ounces,April 2020,9,8,8,9,8,NA,NA
"Bozeman, Montana","Lake Kivu, DRC Congo",Medium-Light,54/72,$15.25/12 ounces,April 2020,8,8,9,9,8,NA,NA
"Ashland, Oregon","Kiambi County, Kenya",Medium-Light,56/74,$22.00/12 ounces,April 2020,8,8,9,9,8,NA,NA
"Billings, Montana","Tarrazu, Costa Rica",Medium-Light,58/76,$23.00/12 ounces,April 2020,9,9,9,9,8,NA,NA
"Topeka, Kansas","Valle del Cauca growing region, Colombia",Medium-Light,60/74,$23.50/12 ounces,April 2020,9,9,9,9,8,NA,NA
"Taipei, Taiwan","Murang'a County, central Kenya",Medium,50/70,NT $530/200 grams,April 2020,9,8,8,9,8,NA,NA
"Jackson, Mississippi","Huila, Colombia",Medium-Light,58/76,$16.50/12 ounces,March 2020,9,9,9,9,8,NA,NA
"Telluride, Colorado",Sumatra,Medium-Light,56/67,$12.36/12 ounces,March 2020,7,NA,8,8,7,8,NA
"Madison, Wisconsin","Musasa, Rwanda",Medium-Light,56/74,$16.25/12 ounces,March 2020,9,8,9,9,8,NA,NA
"Madison, Wisconsin","Murutra, Kayanza Province, Burundi",Medium-Light,58/76,$18.20/12 ounces,March 2020,9,8,8,9,8,NA,NA
"Minneapolis, Minnesota","Ka’u growing region, Big Island of Hawai’i",Medium-Light,60/78,$24.95/4 ounces,March 2020,9,9,8,9,8,NA,NA
"Chicago, Illinois","Kayanza Province, northern Burundi",Light,62/82,$21.00/12 ounces (includes shipping),March 2020,9,8,8,9,8,NA,NA
"Charlotte, North Carolina","Fredonia, Antioquia Department, Colombia",Medium-Light,58/78,$16.00/12 ounces; $50.00/5 pounds,March 2020,8,8,9,9,8,NA,NA
"Chia-Yi, Taiwan","iambu growing region, south-central Kenya",Medium-Light,58/76,NT $300/8 ounces,March 2020,9,9,9,9,8,NA,NA
"Madison, Wisconsin","South Kivu Province, Democratic Republic of the Congo",Medium-Light,56/72,$17.90/12 ounces,March 2020,8,8,8,9,8,NA,NA
"Madison, Wisconsin","South Kivu Province, Democratic Republic of the Congo",Medium-Light,56/72,$17.90/12 ounces,March 2020,8,NA,8,8,8,8,NA
"Eagle Harbor, Michigan","Kona growing district, Big Island of Hawaii",Medium,52/68,$24.00/8 ounces,March 2020,9,8,8,9,8,NA,NA
"Eagle Harbor, Michigan","Tarrazu, Costa Rica",Medium,52/68,$18.00/16 ounces,March 2020,8,8,8,9,8,NA,NA
"Kaohsiung, Taiwan",Kenya; Ethiopia; Colombia,Medium-Dark,44/52,NT $350/227 grams,March 2020,9,NA,8,9,8,8,NA
"Hong Kong, China",Honduras; Ethiopia; Brazil,Medium,44/60,HK $150/250 grams,March 2020,9,NA,8,9,8,9,NA
"Hong Kong, China",Panama; Brazil; Indonesia,Medium-Dark,42/58,HK $150/250 grams,March 2020,8,NA,8,9,8,9,NA
"Henderson, Nevada","Alto Quiel, Panama",Medium-Light,54/70,$20.00/12 ounces,March 2020,9,9,9,9,9,NA,NA
"Gibsons, British Columbia, Canada","Yirgacheffe growing region, southern Ethiopia",Medium-Light,53/73,$19.99/340 grams,March 2020,9,9,8,9,8,NA,NA
"Telluride, Colorado","Quiché, northern Guatemala",Medium-Light,58/70,$14.00/12 ounces,March 2020,8,7,8,8,7,NA,NA
"Cape Coral, Florida",Not disclosed,Medium-Dark,42/54,$12.95/16 ounces,March 2020,8,NA,8,8,8,8,NA
"Holualoa, Hawaii","Kona, Hawaii",Medium-Light,56/70,$50.00/ 7 ounces,February 2020,9,9,9,9,8,NA,NA
"Yilan, Taiwan",Ethiopia; Guatemala,Medium,52/68,NT $350/200 grams,February 2020,9,NA,9,9,8,9,NA
"Holualoa, Hawaii","Kona, Hawaii",Medium-Light,57/73,$34.95/7 ounces,February 2020,8,8,9,8,8,NA,NA
"Holualoa, Hawaii","Kona, Hawaii",Medium-Light,59/73,$34.95/7 ounces,February 2020,8,8,8,8,8,NA,NA
"Floyd, Virginia","Hambela Wamena District, Guji Zone, Ethiopia",Medium-Light,58/82,$20.99/12 ounces,February 2020,9,9,9,9,9,NA,NA
"Minneapolis, Minnesota","Kona growing region, Big Island of Hawai’i",Medium-Light,55/73,$19.95/12 ounces,February 2020,9,8,8,9,8,NA,NA
"Escondido, California","Junin, Peru",Medium,47/67,$15.00/12 ounces,February 2020,8,8,8,8,8,NA,NA
"Thermopolis, Wyoming","Karatu, Tanzania",Medium-Light,56/72,$12.00/12 ounces,February 2020,9,9,8,9,8,NA,NA
"Billings, Montana","Yirgacheffe growing region, south-central Ethiopia",Medium-Light,58/77,$17.50/12 ounces,February 2020,9,9,8,9,8,NA,NA
"Seattle, Washingto","Guji Zone, Oromia region, southern Ethiopia",Medium-Light,58/80,$18.00/12 ounces,February 2020,9,8,8,9,8,NA,NA
"Sacramento, California",Central Kenya,Medium,52/68,$22.50/12 ounces,February 2020,8,8,9,9,8,NA,NA
"Sacramento, California","Yirgacheffe growing region, Ethiopia",Medium-Light,54/74,$19.50/12 ounces,February 2020,9,8,8,9,8,NA,NA
"Shanghai, China",Ethiopia; Colombia; Guatemala; Brazil,Medium-Light,58/78,$17.88/227 grams,February 2020,9,9,8,9,8,NA,NA
"Shanghai, China",Guatemala; Colombia; Brazil,Medium-Light,55/71,$16.88/227 grams,February 2020,8,8,8,9,8,NA,NA
"Antwerp, Belgium",Brazil; Costa Rica; Zambia; Java; Rwanda,Medium,51/64,€29.95/1 kilo (35.3 ounces),February 2020,8,NA,8,8,8,8,NA
"Minneapolis, Minnesota","Sidama (also Sidamo) region, Ethiopia",Medium-Light,58/78,$19.75/12 ounces,February 2020,9,9,9,9,8,NA,NA
"San Diego, California","Ngiriambu District, Kenya",Medium-Light,56/74,$19.00/12 ounces,February 2020,9,9,9,9,8,NA,NA
"Thermopolis, Wyoming","Nyeri growing region, south-central Kenya",Medium,52/68,$12.00/12 ounces,February 2020,9,8,8,9,8,NA,NA
"Madison, Wisconsin","Gedeo Zone, southern Ethiopia",Medium-Light,54/74,$18.40/12 ounces,February 2020,8,NA,8,9,8,9,NA
"Thermopolis, Wyoming","Boquete growing region, western Panama",Medium-Light,54/72,$30.00/8 ounces,February 2020,8,8,8,9,8,NA,NA
"Madison, Wisconsin","Huila Department, southwestern Colombia",Medium-Light,59/76,$17.75/12 ounces,February 2020,8,8,9,9,8,NA,NA
"Madison, Wisconsin","Cajamarca growing region, Peru",Medium-Light,54/71,$16.20/12 ounces,February 2020,8,8,8,8,8,NA,NA
"Taipei, Taiwan","Gedeb District, Gedeo Zone, southern Ethiopia",Medium,48/66,NT $600/200 grams,February 2020,9,9,9,9,8,NA,NA
"Chia-Yi, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,52/78,NT $325/8 ounces,February 2020,9,NA,9,9,9,9,NA
"Chia-Yi, Taiwan",Costa Rica,Medium,50/68,NT $200/8 ounces,February 2020,9,NA,9,9,9,9,NA
"Durham, North Carolina","Yirgacheffe growing region, south-central Ethiopia",Medium-Light,58/74,$14.99/12 ounces,February 2020,9,9,8,9,8,NA,NA
"San Rafael, California",Ethiopia,Medium-Light,54/72,$17.99/12 ounces,February 2020,9,8,8,9,8,NA,NA
"Raleigh, North Carolina","Sidamo (also Sidama) growing region, southern Ethiopia",Medium,47/65,$13.99/12 ounces,February 2020,9,8,8,9,8,NA,NA
"Chicago, Illinois",Colombia,Medium,52/66,$10.95/12 ounces,February 2020,8,8,9,9,7,NA,NA
"Thornton, Colorado",Kenya,Medium,52/66,$14.99/12 ounces,February 2020,8,8,8,9,7,NA,NA
"Hillsborough, North Carolina","Sololá, Guatemala",Medium-Dark,42/54,$13.99/12 ounces,February 2020,8,7,9,9,7,NA,NA
"San Francisco, California","Santa Elena, La Paz, Honduras",Medium,53/66,$14.99/10 ounces,February 2020,8,8,8,8,8,NA,NA
"Hillsborough, North Carolina","Sidamo (also Sidama) growing region, southern Ethiopia",Medium-Light,54/70,$13.99/12 ounces,February 2020,8,8,8,8,8,NA,NA
"Pleasanton, California","Sidamo (also Sidama) growing region, southern Ethiopia",Medium,50/64,$11.29/12 ounces,February 2020,8,8,8,9,7,NA,NA
"Shakopee, Minnesota",Guatemala,Medium,44/60,$6.99/16 ounces,February 2020,8,7,8,9,7,NA,NA
"Matthews, North Carolina",Colombia,Medium-Dark,40/56,$4.99/12 ounces,February 2020,8,7,8,9,7,NA,NA
"Landover, Maryland",Colombia,Medium,46/60,$9.29/22 ounces,February 2020,8,7,8,8,7,NA,NA
"San Francisco, California",Guatemala,Medium-Dark,41/53,$8.99/32 ounces,February 2020,8,7,7,8,7,NA,NA
"Seattle, Washington","Sumatra, Indonesia",Dark,31/44,$10.49/12 ounces,February 2020,7,7,8,8,7,NA,NA
"Holualoa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawaii",Medium-Light,53/75,$62.95/8 ounces,February 2020,9,9,9,9,9,NA,NA
"Taipei, Taiwan","Boquete, Panama",Medium-Light,54/72,NT $1600/4 ounces,February 2020,9,9,9,9,8,NA,NA
"Taipei City, Taiwan",Peru; Colombia; Guatemala; Ecuador; Ethiopia; Brazil,Medium,44/60,NT $320/227 grams,February 2020,8,NA,8,8,8,8,NA
"Taipei, Taiwan","Guji Zone, Oromia region, southern Ethiopia",Medium-Light,58/78,NT $440/8 ounces,February 2020,8,8,9,8,8,NA,NA
"Taipei City, Taiwan",Peru; Colombia; Guatemala; Ecuador; Ethiopia; Brazil,Medium,50/64,NT $320/227 grams,February 2020,8,8,8,8,8,NA,NA
"San Diego, California","Huehuetenango, Guatemala",Medium-Light,56/74,$19.00/12 ounces,February 2020,9,9,8,9,8,NA,NA
"Floyd, Virginia","Apaneca-Ilamatepec Mountain Range, El Salvador",Medium-Light,58/78,$22.99/12 ounces,February 2020,9,9,9,9,8,NA,NA
"Madison, Wisconsin","Gedeb District, Gedeo Zone, Ethiopia",Medium-Light,57/77,$17.90/12 ounces,January 2020,9,NA,9,9,8,9,NA
"Minneapolis, Minnesota","Yirgacheffe growing region, southern Ethiopia",Medium,46/62,$19.95/12 ounces,January 2020,9,NA,8,9,8,9,NA
"Battle Creek, Michigan","Odo Shakiso District, Guji Zone, Oromia region, southern Ethiopia",Medium-Light,60/78,$18.00/12 ounces,January 2020,9,8,9,9,8,NA,NA
"Minnesota, Minnesota",Madagascar,Medium-Light,58/78,$19.95/8 ounces,January 2020,9,8,8,9,8,NA,NA
"Lexington, Virginia",Not disclosed,Medium,48/60,$14.25/12 ounces,January 2020,9,NA,9,9,8,9,NA
"Pittsburgh, Pennsylvania","Tarrazu, Costa Rica",Medium,47/61,$16.00/14 ounces,January 2020,9,8,9,9,7,NA,NA
"Yilan, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium-Light,60/78,NT $550/200 grams,January 2020,9,9,9,9,9,NA,NA
"Yilan, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium-Light,59/77,NT $500/100 grams,January 2020,9,9,9,9,8,NA,NA
"Vientiane, Laos",Thailand; Laos,Medium,50/64,"$35,000 LAK/250 grams",January 2020,9,NA,8,9,8,9,NA
"Yilan, Taiwan","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,60/78,NT $500/200 grams,January 2020,9,9,8,9,8,NA,NA
"Minneapolis, Minnesota","Pichincha, northern Ecuador",Medium-Light,55/73,NA,January 2020,9,8,9,9,9,NA,NA
"Minneapolis, Minnesota","Boquete growing region, western Panama",Medium-Light,56/74,$19.95/4 ounces,December 2019,9,9,9,10,9,NA,NA
"Minneapolis, Minnesota","Guji Zone, Oromia Region, south-central Ethiopia",Medium-Light,52/70,$19.75/12 ounces,December 2019,9,9,9,9,9,NA,NA
"Hsinchu, Taiwan","Huila, Colombia",Medium,46/66,$15.00/8 ounces,December 2019,9,NA,8,9,8,9,NA
"Taichung, Taiwan","Kirinyaga District, south-central Kenya",Medium,50/67,"NT $1,000/100 grams",December 2019,9,9,9,9,8,NA,NA
"Taichung, Taiwan","Huila, Colombia",Medium-Light,52/70,"NT $1,000/100 grams",December 2019,9,8,8,9,8,NA,NA
"Taichung, Taiwan","Acatenango, Guatemala",Medium-Light,52/72,"NT $1,000/100 grams",December 2019,9,8,8,9,8,NA,NA
"Taiching, Taiwan","Kiambu growing region, south-central Kenya",Medium,50/66,NT $600/225 grams,December 2019,8,8,8,9,8,NA,NA
"Taichung, Taiwan","Apaneca, El Salvador",Medium,50/66,"NT $1,000/100 grams",December 2019,8,8,8,9,7,NA,NA
"Hangzhou, China",Brazil; Guatemala,Medium-Dark,40/52,$12.00/500 grams,December 2019,7,NA,6,7,6,7,NA
"Hangzhou, China",Brazil; Ethiopia,Medium-Dark,41/55,$12.00/500 grams,December 2019,7,NA,7,7,7,7,NA
"Jakarta, Indonesia","West Java, Indonesia",Medium-Light,54/72,"IDR $120,000/200 grams",December 2019,9,9,9,9,8,NA,NA
"Jakarta, Indonesia","West Java, Indonesia",Medium,50/66,"IDR $120,000/200 grams",December 2019,9,9,9,9,8,NA,NA
"Hangzhou, China",Brazil,Medium,46/60,$15.00/500 grams,December 2019,8,NA,8,8,8,8,NA
"Minneapolis, Minnesota","Puna, Big Island of Hawai’i",Medium-Light,58/78,$19.95/4 ounces,December 2019,9,8,9,9,8,NA,NA
"Durango, Colorado","Sabanilla de Alajuela, Costa Rica",Medium,50/66,$15.95/12 ounces,December 2019,9,8,9,9,8,NA,NA
"Madison, Wisconsin","Nensebo Woreda, Sidama, Ethiopia",Medium-Light,58/80,$16.80/12 ounces,December 2019,9,9,8,9,8,NA,NA
"Madison, Wisconsin","Dolores, Tolima Department, Colombia",Medium-Light,54/72,$16.20/12 ounces,December 2019,9,8,8,9,8,NA,NA
"Lincoln, California",Rwanda,Medium,50/64,$17.99/12 ounces,December 2019,9,8,8,9,7,NA,NA
"Lincoln, California",Guatemala,Medium,47/63,$17.99/12 ounces,December 2019,9,8,8,8,7,NA,NA
"Lincoln, California",Kona; Panama; Mexico,Medium,45/65,$17.99/12 ounces,December 2019,8,7,8,8,7,NA,NA
"Hong Kong, China",Southern Ethiopia,Medium-Light,54/74,$8.00/100 grams,December 2019,9,9,9,9,8,NA,NA
"Emeryville, California",Kenya; Guatemala,Medium,47/67,$18.75/12 ounces,December 2019,9,9,9,9,8,NA,NA
"Taoyuan City, Taiwan",Ethiopia; Kenya,Medium-Light,58/77,NT $200/227 grams,December 2019,9,9,8,9,8,NA,NA
"Floyd, Virginia",Ethiopia; Colombia,Medium,51/69,$18.99/12 ounces,December 2019,9,8,9,9,8,NA,NA
"Driftless, Wisconsin",Peru,Medium-Light,53/71,$15.00/12 ounces,December 2019,8,8,9,9,8,NA,NA
"Sacramento, California",Ethiopia; Guatemala,Medium,48/62,$18.00/12 ounces,December 2019,9,8,8,9,8,NA,NA
"Hamilton, Ontario, Canada",Ethiopia; Kenya; Costa Rica,Medium,52/68,CAD $18.00/300 grams,December 2019,9,8,8,9,8,NA,NA
"San Diego, California",Kenya; Ethiopia; Brazil,Medium-Light,48/84,$16.00/12 ounces,December 2019,9,8,8,9,8,NA,NA
"Stevensville, Maryland",Nicaragua; Ethiopia,Medium-Light,60/76,$15.25/8 ounces,December 2019,8,8,8,9,8,NA,NA
"Berkeley, California",Sumatra; Panama; Kenya,Dark,36/44,$18.00/16 ounces,December 2019,8,7,7,8,6,NA,NA
"Taipei, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,56/74,NT $570/200 grams,December 2019,9,9,9,9,9,NA,NA
"Santa Rosa Beach, Florida","Yirgacheffe growing region, southern Ethiopia",Medium-Light,58/76,$19.95/12 ounces,December 2019,9,8,9,9,8,NA,NA
"Chicago, Illinois","Kirinyaga District, south-central Kenya",Medium-Light,59/75,$21.00/12 ounces,December 2019,9,8,9,9,8,NA,NA
"Taipei, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium-Light,60/78,NT $500/200 grams,December 2019,9,9,8,9,8,NA,NA
"Santa Rosa Beach, Florida","Kibugu Village, Embu County, Kenya",Medium-Light,54/74,$19.95/12 ounces,December 2019,9,9,8,9,8,NA,NA
"Chicago, Illinois","Antigua, Guatemala",Medium-Light,58/74,$21.00/12 ounces,December 2019,8,8,9,9,8,NA,NA
"Taipei, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium,51/69,NT $450/225 grams,December 2019,9,8,8,9,7,NA,NA
"Chicago, Illinois",Costa Rica,Medium-Light,54/74,$18.00/12 ounces,December 2019,9,8,8,8,7,NA,NA
"Taoyuan, Taiwan",Indonesia; Ethiopia; Colombia; Honduras,Medium-Dark,40/54,NT $450/250 grams,December 2019,8,NA,8,8,7,9,NA
"Los Angeles, California","Chimaltenango, Guatemala",Medium-Light,59/77,$16.95/12 ounces,December 2019,8,8,8,8,8,NA,NA
"Taipei City, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium-Light,57/77,NT $300/200 grams,December 2019,9,9,8,9,8,NA,NA
Los Angeles,"Cerro El Tigre, El Salvador",Light,60/82,$16.95/12 ounces,December 2019,9,8,9,9,8,NA,NA
"Chia-Yi, Taiwan","Lintong growing region, northern Sumatra, Indonesia",Medium,44/61,NT $275/8 ounces,November 2019,9,NA,9,10,8,10,NA
"Los Angeles, California","Alto Quiel, Panama",Medium-Light,59/77,$69.95/6 ounces,November 2019,9,9,9,9,8,NA,NA
"Chia-Yi, Taiwan","Kiambu growing region, south-central Kenya",Medium,50/68,NT $300/8 ounces,November 2019,9,9,9,9,8,NA,NA
"Chia-Yi, Taiwan","Kiambu growing region, south-central Kenya",Medium-Light,52/70,NT$300/8 ounces,November 2019,9,9,9,9,8,NA,NA
"Chia-Yi, Taiwan","Kochere, Yirgacheffe growing region, south-central Ethiopia",Medium-Light,56/78,NT $300/8 ounces,November 2019,9,9,9,9,8,NA,NA
"Floyd, Virginia","Yirgacheffe, southern Ethiopia",Medium-Light,56/74,$20.99/12 ounces,November 2019,9,9,9,9,9,NA,NA
"Los Angeles, California","Boquete growing region, western Panama",Medium-Light,54/74,$100/18 grams,November 2019,10,9,9,10,9,NA,NA
"Hong Kong, China","Al Hayma growing region, Al Kharijiyah District, Sana’a Governorate, Yemen",Medium,44/58,$60.00/100 grams,November 2019,10,9,9,10,9,NA,NA
"Los Angeles, California","Alto Quiel, Panama",Medium-Light,58/78,$21.95/12 ounces,November 2019,9,9,9,9,9,NA,NA
"Yilan, Taiwan","Jimma growing region, southern Ethiopia",Medium-Light,52/70,NT $200/200 grams,November 2019,9,NA,9,9,9,9,NA
"Los Angeles, California","Yirgacheffe growing region, southern Ethiopia",Medium-Light,56/74,$17.95/12 ounces,November 2019,9,8,9,9,8,NA,NA
"Los Angeles, California","Nyeri growing region, south-central Kenya",Medium-Light,58/78,$20.95/12 ounces,November 2019,9,9,8,9,8,NA,NA
"New Taipei City, Taiwan",Ethiopia; Sumatra; Colombia; Brazil; Guatemala,Medium,52/68,NT $280/454 grams,November 2019,8,8,8,9,8,NA,NA
"Taipei, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium-Light,58/76,NT $450/225 grams,November 2019,9,8,9,9,8,NA,NA
"Sacramento, California","yeri growing region, south-central Kenya",Medium,51/67,$24.50/12 ounces,November 2019,9,9,8,9,8,NA,NA
"Madison, Wisconsin","Mandheling growing region, northern Sumatra, Indonesia",Medium-Light,52/70,$17.20/12 ounces,November 2019,9,9,9,10,9,NA,NA
"Madison, Wisconsin","Kirinyaga District, south-central Kenya",Medium-Light,56/72,$19.20/12 ounces,November 2019,9,9,9,9,8,NA,NA
"Madison, Wisconsin",South America; Central America; Africa,Medium,50/68,$15.75/12 ounces,November 2019,9,NA,8,9,8,9,NA
"Madison, Wisconsin","Santa Rosa growing region, Guatemala",Medium-Light,55/73,$16.90/12 ounces,November 2019,8,8,8,8,8,NA,NA
"Taoyuan City, Taiwan",Ethiopia,Medium,44/60,"NT $1,400/8 ounces",November 2019,9,NA,9,9,9,9,NA
"Taoyuan City, Taiwan","Central Valley, Costa Rica",Medium-Dark,38/46,"NT $1,300/8 ounces",November 2019,9,NA,8,10,8,10,NA
"Taoyuan City, Taiwan","Buyenzi, Katanga, Burundi",Medium-Dark,43/50,NT $900/8 ounces,November 2019,9,NA,9,9,8,8,NA
"Taoyuan City, Taiwan","Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Dark,40/49,"NT $1,100/8 ounces",November 2019,9,NA,8,9,8,9,NA
"Boulder, Colorado","Boquete growing region, Panama",Medium-Light,56/76,$125.00/4 ounces; limited availability,November 2019,10,10,9,10,8,NA,NA
"Chia-Yi City, Taiwan",Indonesia; El Salvador,Medium,47/67,NT $700/16 ounces,November 2019,9,NA,8,9,8,9,NA
"Taipei, Taiwan","Oromia, southern Ethiopia",Medium-Light,54/78,NT $680/225 grams,November 2019,8,8,8,9,8,NA,NA
"Branford, Connecticut","Volcan, Panama",Medium-Light,52/72,$60.00/8 ounces,November 2019,10,8,9,10,9,NA,NA
"Wake Forest, North Carolina","Tarrazu, Costa Rica",Medium-Light,54/72,$20.00/12 ounces,November 2019,9,9,8,9,8,NA,NA
"Grove City, Pennsylvania","Tarrazu, Costa Rica",Medium-Light,55/76,$15.00/10 ounces,November 2019,9,8,8,9,9,NA,NA
"Taipei, Taiwan","Sidamo (also Sidama), Ethiopia",Medium-Light,56/74,NT $500/230 grams,November 2019,9,8,9,9,8,NA,NA
"San Diego, California","Tarrazu, Costa Rica",Light,64/88,$18.00/12 ounces,November 2019,9,8,9,9,8,NA,NA
"Zhongli, Taiwan","Cauca, Colombia",Medium-Light,57/76,NT $800/100 grams,November 2019,9,7,9,9,8,NA,NA
"Yilan, Taiwan","Yirgacheffe, southern Ethiopia",Medium-Light,56/78,NT $1200/200 grams,November 2019,9,8,9,9,7,NA,NA
"Truckee, California","Jimma Zone, Oromia State, Ethiopia",Medium-Light,60/81,$20.00/12 ounces,November 2019,9,9,8,9,8,NA,NA
"Sacramento, California","Palestina region, Huila Department, Colombia",Medium,52/68,$40.00/8 ounces,November 2019,9,8,9,9,8,NA,NA
"Kaohsiung City, Taiwan","Brunca, Costa Rica",Medium,50/68,NT $400/227 grams,November 2019,9,8,9,9,8,NA,NA
"Taoyuan, Taiwan",Central America; South America; Africa,Medium,42/60,NT $300/8 ounces,November 2019,9,NA,8,9,8,9,NA
"Lexington, Virginia","Thika Plateau, Central Highlands, Kenya",Medium-Light,56/75,$23.95/12 ounces,October 2019,9,9,9,9,7,NA,NA
"Sacramento, California","Kirinyaga District, south-central Kenya",Medium-Light,58/76,$22.00/12 ounces,October 2019,9,9,8,9,8,NA,NA
"Boulder, Colorado","Boquete growing region, western Panama",Medium-Light,54/78,$100.00/21 grams,October 2019,10,10,9,10,9,NA,NA
"Taipei, Taiwan","Muranga County, South-Central Kenya",Medium,47/67,NT $550/225 grams,October 2019,9,9,9,9,9,NA,NA
