names,brand,score,roaster_location,coffee_origin,roast_level,agtron,est_price,review_date,aroma,acidity_structure,body,flavor,aftertaste,review_text,url,with_milk,acidity
Red Rooster Coffee Roaster,Funky Chicken,94,"Floyd, Virginia",Nicaragua; Colombia; East Timor,Medium,46/64,$13.99/12 ounces ($79.00/5 pounds),April 2020,9,9,9,9,8," Red Rooster Coffee Roaster  -  Blind Assessment: Crisply sweet, nut-and-chocolate-toned, balanced. Almond brittle, cocoa, magnolia, nectarine, fresh-cut cedar in aroma and cup. Sweet-toned structure with soft, generous acidity; buoyant, syrupy mouthfeel. Finish is quietly flavor-saturated, redolent with notes of nectarine and magnolia.  -  Notes: Certified organic and fair trade. A blend of coffees from Nicargua, Colombia and East Timor. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious coffee and high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information.  -  The Bottom Line: A deep, richly sweet blend, deftly roasted to medium-dark, with cocoa for miles and stone fruit and florals throughout — an impressive bargain at $13.99/12 ounces ($79.00/5 pounds).  - ",https://www.coffeereview.com/review/funky-chicken/,NA,NA
Peach Coffee Roasters,Dirty South,91,"Johns Creek, Georgia",Colombia,Medium,46/62,$14.99/12 ounces,April 2020,9,8,9,8,7," Peach Coffee Roasters  -  Blind Assessment: Balanced, crisply sweet. Baking chocolate, tangerine zest, candied walnut, lily, raisin in aroma and cup. Sweet-toned structure with crisp, gently tannic acidity; velvety mouthfeel. The gently drying finish centers around chocolate, raisin and walnut notes.  -  Notes: A blend of washed-process coffees from Colombia. Peach Coffee Roasters is an Atlanta, Georgia-based specialty roaster. Visit www.peachcoffeeroasters.com for more information.  -  The Bottom Line: A pleasing Colombia blend that the roaster says is “as dark as we will go” — in this case a discreetly achieved dark end of medium.  - ",https://www.coffeereview.com/review/dirty-south/,NA,NA
Indaba Coffee Roasters,Ten Anniversary Blend,93,"Spokane, Washington","Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Light,59/77,$17.00/12 ounces,April 2020,9,8,9,9,8," Indaba Coffee Roasters  -  Blind Assessment: Richly sweet-tart, high-toned, perfumy. Watermelon candy, lilac, hop flowers, macadamia nut, sandalwood in aroma and cup. Sweet-tart-savory structure with fruit-toned acidity; plush, syrupy mouthfeel. The fruit-toned finish is anchored by deep sandalwood notes.   -  Notes: A blend of washed and natural-processed coffees from the Worka-Sakaro village. Indaba Coffee is a small family-owned business in the heart of Spokane, Washington whose mission is “radical hospitality.” Visit www.indabacoffee.com for more information.  -  The Bottom Line: A fruit bomb kept in check by a savory throughline: deep sweetness juxtaposed with umami gravitas.  - ",https://www.coffeereview.com/review/ten-anniversary-blend/,NA,NA
Red Rooster Coffee Roaster,4&20 French Roast,92,"Floyd, Virginia",Nicaragua; East Timor,Medium,45/65,$13.99/12 ounces ($79.00/5 pounds),April 2020,9,8,9,8,7," Red Rooster Coffee Roaster  -  Blind Assessment: Deep-toned, chocolaty and floral. Dark chocolate, gardenia, gently scorched oak, red apple, hazelnut butter in aroma and cup. Bittersweet structure with gentle, round acidity; satiny-smooth mouthfeel. The crisp, richly drying finish consolidates to dark chocolate and oak.  -  Notes: Certified organic and fair trade. A blend of coffees from Nicargua and East Timor. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious coffee and high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information.  -  The Bottom Line: A chocolaty fair-trade/organic blend with spice-toned florals animating a balanced, resonantly medium-dark roasted cup.   - ",https://www.coffeereview.com/review/420-french-roast/,NA,NA
modcup coffee,Seasonal Ethiopia Yirgacheffe Natural,91,"Jersey City, New Jersey","Yirgacheffe growing region, south-central Ethiopia",Light,62/80,$20.00/12 ounces,April 2020,9,8,8,9,7," modcup coffee  -  Blind Assessment: Richly sweet-tart, fruit-toned. Blackberry, grappa barrel, magnolia, molasses, Brazil nut in aroma and cup. Deeply sweet structure with winy acidity; satiny mouthfeel. The crisp finish centers around notes of molasses and grappa barrel.  -  Notes: Coffees from the Yirgacheffe region are produced from distinctive, largely indigenous Ethiopian varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). modcup coffee, founded in 2013, focuses on fresh roasting and distinctive natural-processed coffees. Visit https://modcup.com for more information.  -  The Bottom Line: A fruit-forward natural-process Ethiopia cup with lush sweet ferment throughout.  - ",https://www.coffeereview.com/review/19793/,NA,NA
Red Rooster Coffee Roaster,Floyd Farmhouse Blend,90,"Floyd, Virginia",Colombia; Honduras; Rwanda,Medium-Light,56/72,$13.99/12 ounces,April 2020,8,8,8,8,8," Red Rooster Coffee Roaster  -  Blind Assessment: Crisply sweet, subtly fruit-toned. Cocoa nib, raspberry, cashew, freesia, cedar in aroma and cup. Sweet-tart structure with brisk acidity; velvety mouthfeel. The cocoa-toned finish is supported by notes of cashew and freesia.   -  Notes: Certified organic and fair trade. A blend of washed-process Colombia and Rwanda coffees and a natural-processed coffee from Honduras. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious coffee and high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information.  -  The Bottom Line: A friendly, accessible “breakfast blend”: cocoa-driven, enlivened by crisp berry notes.  - ",https://www.coffeereview.com/review/floyd-farmhouse-blend/,NA,NA
Paradise Roasters,Yemen Al-Obbarat,95,"Minneapolis, Minnesota","Al-Haimah, Yemen",Medium-Light,54/72,$49.95/4 ounces,April 2020,9,9,9,9,9," Paradise Roasters  -  Blind Assessment: Deep-toned, complex, fruit-forward. Dried mulberry, jasmine, sandalwood, nougat, lime zest in aroma and cup. Sweet-tart structure with high-toned, fruity acidity; full, syrupy mouthfeel. Resonant, flavor-saturated finish.  -  Notes: Produced by Hussien Nasser, Mohammed Massaud and Khalid Abdullah of the Dwairi and Typica varieties of Arabica and dried in the whole fruit, as are all Yemen coffees. Exported by Al-Hamdani Mokha. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.  -  The Bottom Line: A lush, juicy expression of the classic Yemen profile: cleanly fruit-toned, a bit spicy, richly sweet, strikingly and subtly nuanced.  - ",https://www.coffeereview.com/review/yemen-al-obbarat/,NA,NA
Paradise Roasters,Ecuador Quilanga Typica Yeast Fermentation,94,"Minneapolis, Minnesota","Quilanga, Ecuador",Medium-Light,57/73,$22.95/12 ounces,April 2020,9,9,9,9,8," Paradise Roasters  -  Blind Assessment: Richly sweet-savory, floral-toned. Grape candy, narcissus, cocoa nib, tangerine zest, cedar in aroma and cup. Savory leaning structure with bright, juicy acidity; round, creamy mouthfeel.The finish centers around notes of grape candy and cocoa nib.  -  Notes: Produced by Bruhwer Coffee entirely of the Typica variety of Arabica and processed by the washed method utilizing a white wine yeast strain in the fermentation step. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.  -  The Bottom Line: An unusual and evocative cup, paradoxically sweet and savory, with layered complexity.  - ",https://www.coffeereview.com/review/ecuador-quilanga-typica-yeast-fermentation/,NA,NA
Paradise Roasters,S.O. Espresso Brazil Fazenda Cachoeira Yellow Bourbon,90,"Minneapolis, Minnesota","Vale de Grama, Mogiana, Brazil",Medium,50/68,$14.95/12 ounces,April 2020,8,8,8,8,8," Paradise Roasters  -  Blind Assessment: Sweetly nut-toned, chocolaty. Hazelnut butter, baking chocolate, pink peppercorn, fresh-cut fir, graham cracker in aroma and cup. Sweet structure with gentle acidity; satiny-smooth mouthfeel. The nut-toned finish is supported by aromatic wood and peppercorn.  -  Notes: Produced at Fazenda Cachoeira de Grama entirely of the Yellow Bourbon variety of Arabica and processed by the natural method. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.  -  The Bottom Line: Designed as a single-origin espresso but cupped here for brewed applications, this natural-processed Brazil coffee offers a gentle, sweetly nut-toned cup.  - ",https://www.coffeereview.com/review/s-o-espresso-brazil-fazenda-cachoeira-yellow-bourbon/,NA,NA
Temple Coffee Roasters,Rwanda Hingakawa Women’s Co-op,93,"Sacramento, California","Gakenke, Rwanda",Medium-Light,58/76,$19.50/12 ounces,April 2020,9,8,9,9,8," Temple Coffee Roasters  -  Blind Assessment: Richly cocoa- and spice-toned, deeply sweet. Cocoa nib, mandarin, nougat, freesia-like flowers, clove in aroma and cup. Sweet structure with crisp, lively acidity; syrupy-smooth mouthfeel. The cocoa-laden finish leads with mandarin and nougat notes in the short, clove in the long.  -  Notes: Produced by members of the women-led Abakundakawa Cooperative from trees of the Bourbon and Jackson varieties of Arabica and processed by the wet, or washed, method (fruit skin and pulp are removed before drying). Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.  -  The Bottom Line: Cocoa nib and warm spice notes characterize this enveloping, richly sweet Rwanda cup produced by a women’s cooperative.  - ",https://www.coffeereview.com/review/rwanda-hingakawa-womens-co-op/,NA,NA
Temple Coffee Roasters,DR Congo Muungano Co-op South Kivu,93,"Sacramento, California","South Kivu, Democratic Republic of the Congo",Medium-Light,56/74,$20.00/12 ounces,April 2020,9,9,8,9,8," Temple Coffee Roasters  -  Blind Assessment: Sweetly-spiced toned, deeply rich. Caramel, bergamot flower, fig newton, candied apple, cedar in aroma and cup. Richly bittersweet structure with vibrant acidity; crisp yet velvety mouthfeel. The finish consolidates to notes of bergamot and caramel.  -  Notes: Produced by smallholding farmers entirely of the Bourbon variety of Arabica and processed by the wet, or washed, method. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.  -  The Bottom Line: A compelling, deep-toned DR Congo cup with resonantly spicy floral notes throughout.   - ",https://www.coffeereview.com/review/dr-congo-muungano-co-op-south-kivu/,NA,NA
Kakalove Cafe,Ethiopia Natural Guji PB JackyLai Lot,94,"Chia-Yi, Taiwan","Guji Zone, Oromia region, southern Ethiopia",Medium-Light,56/76,NT $300/8 ounces,April 2020,9,9,9,9,8," Kakalove Cafe  -  Blind Assessment: Richly sweet-tart, complex, fruit-toned. Mulberry, cocoa nib, honeysuckle, sandalwood, nougat in aroma and cup. Sweetly tart structure with juicy, vibrant acidity; plush, syrupy mouthfeel. The resonant finish consolidates to mulberry and cocoa notes.  -  Notes: Guji is an admired growing region just southeast of the famous Yirgacheffe region, and, like Yirgacheffe, produces coffee largely from indigenous varieties of Arabica long grown in the area. Processed by the natural method (dried in the whole fruit). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.  -  The Bottom Line: A berry- and cocoa-toned cup with especially lively acidity. A dried-in-the-fruit or natural-processed coffee without a whisper of ferment, all sweet fruit and rich aromatic wood notes.  - ",https://www.coffeereview.com/review/ethiopia-natural-guji-pb-jackylai-lot/,NA,NA
