,score,roaster,title,Roaster Location,Coffee Origin,Roast Level,Agtron,Est. Price,blind_assessment,notes,bottom_line
0,95,JBC Coffee Roasters,San Diego Natural,"Madison, Wisconsin","Tarrazu, Costa Rica",Medium-Light,55/75,$17.90/12 ounces,"Cleanly fruit-forward, high-toned. Strawberry guava, lemon verbena, cocoa nib, freesia, myrrh in aroma and cup. Sweet-tart structure with bright, juicy acidity; viscous, syrupy mouthfeel. Resonant, fruit-driven finish with notes of strawberry guava, lemon verbena and cocoa nib far into the long.",Grown by smallholding farmers in the admired Tarrazu region of Costa Rica and processed by the natural method at Beneficio San Diego. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit," A clean, gorgeous natural-processed Costa Rica cup: bright, juicy, fruit-toned, without a hint of ferment."
0,94,JBC Coffee Roasters,Buna Boka #1,"Madison, Wisconsin","idamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,60/78,$18.75/12 ounces,"Floral, bright, citrusy, balanced. Star jasmine, cocoa nib, tangerine zest, caramel, cedar in aroma and cup. Balanced, sweetly tart structure with lively acidity; delicate, silky mouthfeel. The finish centers around jasmine-like floral notes.",Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian landrace varieties of Arabica long grown in the region. This lot was processed by the wet or washed method (fruit skin and pulp are removed before drying). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit," A complex, compelling washed Sidama cup with spicy floral notes and bittersweet citrus tones."
0,94,JBC Coffee Roasters,El Jardin,"Madison, Wisconsin","Antioquia, Colombia",Medium-Light,58/74,$28.00/8 ounces,"Big, bright, juicy, balanced. Sticky rice, lychee, hazelnut, cocoa nib, narcissus in aroma and cup. Richly sweet structure with vibrant, tangy acidity; very syrupy mouthfeel. The flavor-laden finish leads with lychee and hazelnut with undertones of cocoa nib.","Produced by Luis Alvaro Vargas entirely from trees of the Caturra ""Chiroso"" variety of Arabica and processed by the washed method. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit"," First-place prize winner in Antioquia, Colombia’s Best Cup competition and imported by Coffee For Peace, an organization dedicated to ending drug trafficking in Colombia."
0,92,Jaunt Coffee Roasters,Ethiopia Shantawene,"San Diego, California","Sidama (also Sidamo) growing region, southern Ethiopia",Light,62/80,$22.00/12 ounces,"Sweetly herbaceous, citrusy. Marjoram, lemon verbena, cocoa nib, freesia, maple syrup in aroma and cup. Sweet-savory structure with crisp, winey acidity; satiny mouthfeel. The finish leads with sweet herb notes supported by cocoa nib.",Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian landrace varieties of Arabica long grown in the region. This lot was processed by the wet or washed method (fruit skin and pulp are removed before drying). Jaunt Coffee Roasters is a San Diego-based roaster and caf," A pretty, delicate but confident Sidama cup, with a clean, washed-process profile particularly animated by spice tones."
0,92,JBC Coffee Roasters,Monte Alban,"Madison, Wisconsin","Oaxaca, Mexico",Medium-Light,54/72,$20.00/12 ounces,"Crisply sweet, nut-toned. Almond brittle, tart pie cherry, magnolia, baking chocolate, oak in aroma and cup. Sweet structure with pert acidity; satiny-smooth mouthfeel. The finish consolidates to baking chocolate, pie cherry and oak.",Produced by smallholding farmers in the Oaxaca region of Mexico from trees of the Bourbon and Typica varieties of Arabica and processed by the washed method. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit," A friendly, chocolate-toned Oaxaca cup with a sweet almond throughline."
0,91,Jaunt Coffee Roasters,Colombia Antioqiua,"San Diego, California","Antioquia, Colombia",Medium-Light,56/76,$23.00/12 ounces,"Rich-toned, bittersweet. Tamarind candy, hop flowers, fir, mustard seed, grape leaves in aroma and cup. Savory-sweet structure with brisk acidity; full, velvety mouthfeel. Richly drying finish with suggestions of tamarind and mustard seed.","Produced by Felipe Trujillo entirely from trees of the Castillo variety of Arabica and processed by the black honey method, in which the skins are removed from the fruit but virtually all of the pulp is allowed to dry on the beans, often resulting in a deep, pungent profile. Jaunt Coffee Roasters is a San Diego-based roaster and caf"," Described by the roaster as “funky,” and in the best sense: fruit-toned, chocolaty and floral, all with a sweet-savory twist."
0,90,Jaunt Coffee Roasters,Colombia Tolima,"San Diego, California","Tolima, Colombia",Medium-Light,54/72,$32.00/8 ounces,"Sweetly tart, delicately fermenty. Notes suggesting Jolly Rancher, chocolate fudge, rum barrel, baking spices, sandalwood in aroma and cup. Sweet structure with gentle, round acidity; velvety mouthfeel. Sweetly fermenty finish with crisp chocolate fudge notes throughout.",Produced by Katerinne Gutierrez and family entirely from trees of the Yellow Wush Wush variety of Arabica and processed by the natural method. Jaunt Coffee Roasters is a San Diego-based roaster and caf," A heady Colombia cup from the admired Ethiopian Wush Wush variety, processed by the natural method to bring out sweet but distinctive alcohol-ferment notes."
0,95,Equator Coffees,Kenya Wachuri,"San Rafael, California","Nyeri growing region, south-central Kenya",Medium,48/66,$22.00/12 ounces,"Sweetly spice-toned, chocolaty. Intense freesia-like flowers, dark chocolate, Concord grape, roasted macadamia nut, tangerine zest in aroma and cup. Sweetly rich tart structure with juicy acidity; lightly syrupy mouthfeel. Freesia and Concord grape notes ring on into the long finish. ",This coffee tied for the highest rating in a cupping of coffees from Kenya for ," Richly spice-toned floral- and fruit-driven, roasted to a dark medium to enhance the chocolate notes inherent in the green."
0,95,Flight Coffee Co.,Kenya Baragwi Guama AB,"Bedford, New Hampshire","Kirinyaga District, south-central Kenya",Medium-Light,60/80,$17.00/12 ounces,"Crisply sweet, richly savory, floral-toned. Peach, lilac, ripe sungold cherry tomato, almond brittle, frankincense in aroma and cup. Sweet-umami structure with jazzy acidity; very syrupy-smooth mouthfeel. The flavor-saturated finish carries over the promise of all the flavor notes from the cup. ",Produced by members of the Baragwi Farmers Co-operative Society Limited from trees of the SL28 and SL 34 varieties of Arabica. This coffee tied for the highest rating in a cupping of coffees from Kenya for , A classic Kenya cup in its spot-on balance of sweet (stone fruit) and savory-umami (ripe tomato) throughlines.
0,95,Coffee Please,Kenya ARES,"Taipei, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,54/74,NT $380/115 grams,"Berry-driven, sweetly herb-toned. Black currant, cocoa nib, thyme, lavender, oak in aroma and cup. Sweet-toned structure with bright acidity; satiny, buoyant mouthfeel. Rich, long-lasting, berry-toned finish.",This coffee tied for the highest rating in a cupping of coffees from Kenya for ," Classic Kenya cup profile with concentrated notes of black currant and cocoa throughout, complicated by sweet-toned herb and floral notes."
0,95,DoDo Kaffa,Empress Kenya,"Taipei, Taiwan","Kiambu growing region, south-central Kenya",Medium-Light,58/74,NT $550/225 grams,"Complex, nuanced, multi-layered. Red currant, cinnamon, lavender, marjoram, wild honey in aroma and cup. Sweetly tart structure with juicy, high-toned acidity; very syrupy mouthfeel. Resonant finish; fruit and floral notes carry forward and cocoa emerges.",This coffee tied for the highest rating in a cupping of coffees from Kenya for ," A balanced but exciting Kenya cup: rich, floral-toned, sweetly herb-toned and resounding."
0,94,Evie's Cafe,Kenya Kiambu AB Top Lot,"Chia-Yi, Taiwan","Kiambu growing region, south-central Kenya",Medium-Light,54/72,NT $450/227 grams,"Complex, nuanced, multi-layered. Black currant, freesia-like flowers, honey, Nutella, cedar in aroma and cup. Sweetly tart structure with juicy, high-toned acidity; syrupy-smooth mouthfeel. The resonant finish leads with currant and freesia notes in the short, rounding to Nutella and cedar in the long.",This coffee tied for the second-highest rating in a cupping of coffees from Kenya for ," A classic Kenya cup saturated with distinct black currant notes, supported by spice-toned florals and chocolate-nut undertones."
0,94,Kakalove Cafe,Kenya Kiambu Maua Lot AB,"Chia-Yi, Taiwan","Kiambu growing region, south-central Kenya",Medium-Light,60/78,NT $325/8 ounces,"Sweetly floral and delicately cocoa-toned. Honeysuckle, cocoa nib, Concord grape, agave, lemon-thyme in aroma and cup. High-toned structure with juicy, confident acidity; buoyant, lively, viscous mouthfeel. Honeysuckle and cocoa nib characterize the sweet finish.",This coffee tied for the second-highest rating in a cupping of coffees from Kenya for ," A vibrant floral- and cocoa-toned Kenya cup, juicy and sweet, with a particularly appealing mouthfeel."
0,94,Klatch Coffee,Kenya Thunguri AA,"Los Angeles, California","Kirinyaga District, south-central Kenya",Medium-Light,58/80,$21.95/12 ounces,"Balanced, richly sweet-savory, deeply pungent. Ripe tomato, black currant, almond brittle, jasmine, oak in aroma and cup. Sweet-savory structure with vibrant, juicy acidity; full, satiny, nectar-like mouthfeel. The resonant finish leads with notes of black currant, ripe tomato and almond brittle.",This coffee tied for the second-highest rating in a cupping of coffees from Kenya for , Classic Kenya presentation of sweet and savory in harmony: dark berry and umami elements frame the cup.
0,94,Pop Coffee Works,Kenya Kirinyaga Kabare Karani AA,"Toronto, Ontario, Canada","Kirinyaga District, south-central Kenya",Medium-Light,60/78,CAD $22.00/225 grams,"Attractively tart, bright, complexly layered. Red currant, petrichor (a post-rain earthy note), wisteria, lemongrass, elm in aroma and cup. Sweet-tart structure with bright, juicy acidity; delicate, silky mouthfeel. The finish centers on notes of red currant and lemongrass; a pleasing coconut note surfaces in the long. ",This coffee tied for the second-highest rating in a cupping of coffees for ," This Kenya cup leads with notes of sweet florals and red berries supported by an undercurrent of petrichor, the pleasing first aroma of rain on dry earth."
